[SpecialEvents.Burst].Name;Выброс!
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s прибыл еще один отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-10].Name;Отряд Сова
[StoryEvents.Event-OperationMonolith-Invasion-10].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-10].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-11].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-11].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-11].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-11
[StoryEvents.Event-OperationMonolith-Reinforcement-7].Name;Отряд Гриф
[StoryEvents.Event-OperationMonolith-Reinforcement-7].Desc-Owner;Территорию %0:s локации %1:s прибыло подкрепление!
[StoryEvents.Event-OperationMonolith-Reinforcement-7].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s прибыл еще один отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-11].Name;Отряд Гриф
[StoryEvents.Event-OperationMonolith-Invasion-11].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-11].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-CHAES-9].Name;Меченый продолжает идти
[StoryEvents.Event-CHAES-9].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-CHAES-9].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-CHAES-10].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-CHAES-10].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-CHAES-10].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-3].Name;Сбит вертолёт
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-3].Desc-Owner;Над локацией %1:s был сбит вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-3].Desc-NonOwner;Над локацией %1:s был сбит вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-4].Name;Сбит еще один вертолёт
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-4].Desc-Owner;Над локацией %1:s был сбит вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-4].Desc-NonOwner;Над локацией %1:s был сбит вертолёт Военных!
[StoryEvents.Event-OperationMonolith-Clearing-1].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-1].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-1
[StoryEvents.Event-OperationMonolith-Clearing-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-1
[StoryEvents.Event-OperationMonolith-Clearing-2].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-2].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-2
[StoryEvents.Event-OperationMonolith-Clearing-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-2
[StoryEvents.Event-OperationMonolith-Clearing-3].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-3].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-3
[StoryEvents.Event-OperationMonolith-Clearing-3].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-3
[StoryEvents.Event-OperationMonolith-Clearing-4].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-4].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-4
[StoryEvents.Event-OperationMonolith-Clearing-4].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-4
[StoryEvents.Event-OperationMonolith-Clearing-5].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-5].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-5
[StoryEvents.Event-OperationMonolith-Clearing-5].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-5
[StoryEvents.Event-OperationMonolith-Clearing-6].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-6].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-6
[StoryEvents.Event-OperationMonolith-Clearing-6].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-6
[StoryEvents.Event-OperationMonolith-Clearing-7].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-7].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-7
[StoryEvents.Event-OperationMonolith-Clearing-7].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-7
[StoryEvents.Event-OperationMonolith-Clearing-8].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-8].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-8
[StoryEvents.Event-OperationMonolith-Clearing-8].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-8
[StoryEvents.Event-OperationMonolith-Clearing-9].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-9].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-9
[StoryEvents.Event-OperationMonolith-Clearing-9].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-9
[StoryEvents.Event-OperationMonolith-Clearing-10].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-10].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-10
[StoryEvents.Event-OperationMonolith-Clearing-10].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-10
[StoryEvents.Event-OperationMonolith-Clearing-11].Name;Смена владельца на ЧАЭС
[StoryEvents.Event-OperationMonolith-Clearing-11].Desc-Owner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-11
[StoryEvents.Event-OperationMonolith-Clearing-11].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-Clearing-11
[StoryEvents.Event-OperationMonolith-Clearing-12].Name;Смена владельца на ЧАЭС
